Random Generator,bet,02-2020,04-2020,06-2020,08-2020,10-2020,12-2020,02-2021,04-2021,06-2021,08-2021,10-2021,12-2021,02-2022,04-2022,06-2022,08-2022,10-2022,12-2022,02-2023,04-2023,06-2023,08-2023,10-2023,12-2023,02-2024,04-2024,06-2024,08-2024,10-2024,12-2024,02-2025,04-2025,06-2025,08-2025,10-2025,12-2025,02-2026,04-2026,06-2026,08-2026,10-2026,12-2026,02-2027,04-2027,06-2027,08-2027,10-2027,12-2027,02-2028,04-2028,06-2028,08-2028,10-2028,12-2028,02-2029,04-2029,06-2029,08-2029,10-2029,12-2029,02-2030,04-2030,06-2030,08-2030,10-2030,12-2030
1770,0.0860567713098135,0.007782101167315175,0.011538461538461539,0.0078125,0.007936507936507936,0.011764705882352941,0.015444015444015444,0.019011406844106463,0.022727272727272728,0.022813688212927757,0.01532567049808429,0.011363636363636364,0.011363636363636364,0.011235955056179775,0.011320754716981131,0.011494252873563218,0.011320754716981131,0.011320754716981131,0.011235955056179775,0.011278195488721804,0.011278195488721804,0.007352941176470588,0.007246376811594203,0.0035842293906810036,0.0070921985815602835,0.0035460992907801418,0.007067137809187279,0.007017543859649123,0.006993006993006993,0.007017543859649123,0.007017543859649123,0.010676156583629894,0.010676156583629894,0.0035335689045936395,0.010830324909747292,0.014705882352941176,0.02214022140221402,0.025735294117647058,0.02909090909090909,0.040293040293040296,0.033210332103321034,0.040740740740740744,0.03409090909090909,0.03007518796992481,0.045283018867924525,0.0421455938697318,0.058365758754863814,0.07114624505928854,0.07392996108949416,0.09541984732824428,0.1076923076923077,0.1455223880597015,0.16236162361623616,0.1794871794871795,0.20220588235294118,0.20802919708029197,0.23722627737226276,0.28832116788321166,0.3235294117647059,0.37362637362637363,0.43866171003717475,0.4794007490636704,0.4981132075471698,0.5168539325842697,0.5757575757575758,0.5811320754716981,0.6098484848484849
366,0.186149590619607,0.14937759336099585,0.14344262295081966,0.15767634854771784,0.16049382716049382,0.17842323651452283,0.16597510373443983,0.17012448132780084,0.1446280991735537,0.16194331983805668,0.18503937007874016,0.1828793774319066,0.2480916030534351,0.28076923076923077,0.28185328185328185,0.3151750972762646,0.3155893536121673,0.3861003861003861,0.4418604651162791,0.5019607843137255,0.58984375,0.6666666666666666,0.7203065134099617,0.7837837837837838,0.7374517374517374,0.71484375,0.6615969581749049,0.620817843866171,0.6176470588235294,0.6187050359712231,0.5851063829787234,0.6487455197132617,0.6989247311827957,0.7282608695652174,0.6859205776173285,0.5907473309608541,0.5964285714285714,0.5392857142857143,0.5836298932384342,0.5467128027681661,0.5979381443298969,0.5223367697594502,0.5017543859649123,0.47719298245614034,0.47719298245614034,0.5214285714285715,0.5551601423487544,0.5678571428571428,0.5519713261648745,0.543859649122807,0.5333333333333333,0.5170068027210885,0.49140893470790376,0.45051194539249145,0.40893470790378006,0.40069686411149824,0.3693379790940767,0.3543859649122807,0.32867132867132864,0.3541666666666667,0.3806228373702422,0.3951890034364261,0.43103448275862066,0.4409722222222222,0.4084507042253521,0.4172661870503597,0.3870967741935484
1840,0.176258071546908,0.1388888888888889,0.15019762845849802,0.1862348178137652,0.2261904761904762,0.26459143968871596,0.28957528957528955,0.2890625,0.2952755905511811,0.3178294573643411,0.37109375,0.40711462450592883,0.4523809523809524,0.4263565891472868,0.4296875,0.4346153846153846,0.4699248120300752,0.4666666666666667,0.5185185185185185,0.6117216117216118,0.6509090909090909,0.6678700361010831,0.7122302158273381,0.7464285714285714,0.7240143369175627,0.725,0.7323943661971831,0.6797153024911032,0.6464285714285715,0.6205673758865248,0.6341463414634146,0.578397212543554,0.6232394366197183,0.5830388692579506,0.5964285714285714,0.5964285714285714,0.6167247386759582,0.6109215017064846,0.54421768707483,0.5310344827586206,0.5136986301369864,0.5051903114186851,0.5155709342560554,0.5344827586206896,0.5310344827586206,0.5136986301369864,0.4529616724738676,0.4652777777777778,0.45674740484429066,0.4154929577464789,0.3741258741258741,0.39100346020761245,0.44482758620689655,0.43103448275862066,0.4602076124567474,0.4246575342465753,0.4208754208754209,0.391304347826087,0.386986301369863,0.31833910034602075,0.30103806228373703,0.2891156462585034,0.3047945205479452,0.28719723183391005,0.33916083916083917,0.37282229965156793,0.4027777777777778
8404,0.14833415081375304,0.0176678445229682,0.02097902097902098,0.027874564459930314,0.04195804195804196,0.05693950177935943,0.05714285714285714,0.0673758865248227,0.07581227436823104,0.09057971014492754,0.1223021582733813,0.13138686131386862,0.15053763440860216,0.14487632508833923,0.13829787234042554,0.1413427561837456,0.14788732394366197,0.14487632508833923,0.15714285714285714,0.15714285714285714,0.21052631578947367,0.24734982332155478,0.31560283687943264,0.3655913978494624,0.4456140350877193,0.5354609929078015,0.605072463768116,0.6714285714285714,0.7411347517730497,0.7847222222222222,0.7938144329896907,0.8027681660899654,0.8299319727891157,0.78839590443686,0.7766323024054983,0.7093425605536332,0.6702127659574468,0.6118881118881119,0.6013986013986014,0.5929824561403508,0.5734265734265734,0.5567375886524822,0.5734265734265734,0.578397212543554,0.6027874564459931,0.6494845360824743,0.5559440559440559,0.5104166666666666,0.5017667844522968,0.5176056338028169,0.5409252669039146,0.5308219178082192,0.4880546075085324,0.4315068493150685,0.39372822299651566,0.4020618556701031,0.38275862068965516,0.3356401384083045,0.3401360544217687,0.36363636363636365,0.34576271186440677,0.3401360544217687,0.33557046979865773,0.3515358361774744,0.33217993079584773,0.32525951557093424,0.36363636363636365
449,0.0944509079621639,0.014234875444839857,0.01444043321299639,0.010752688172043012,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8649,0.14461703079287,0.043824701195219126,0.023715415019762844,0.028,0.02834008097165992,0.03187250996015936,0.03968253968253968,0.04,0.03968253968253968,0.043137254901960784,0.03802281368821293,0.0421455938697318,0.03968253968253968,0.04743083003952569,0.05928853754940711,0.07058823529411765,0.07450980392156863,0.0916030534351145,0.11787072243346007,0.12781954887218044,0.12927756653992395,0.1590909090909091,0.20306513409961685,0.24904214559386972,0.2878787878787879,0.37786259541984735,0.42248062015503873,0.4828897338403042,0.5440613026819924,0.6136363636363636,0.6578947368421053,0.7358490566037735,0.7790262172284644,0.7640449438202247,0.7573529411764706,0.7252747252747253,0.7058823529411765,0.7169117647058824,0.6763636363636364,0.6379928315412187,0.6415770609318996,0.628158844765343,0.6,0.5936395759717314,0.607773851590106,0.625,0.5929824561403508,0.5597269624573379,0.5290102389078498,0.5608108108108109,0.5221843003412969,0.5434083601286174,0.5352564102564102,0.5247524752475248,0.45874587458745875,0.44666666666666666,0.4503311258278146,0.46779661016949153,0.4843205574912892,0.4634146341463415,0.422680412371134,0.43288590604026844,0.4101694915254237,0.4315068493150685,0.422680412371134,0.3758620689655172,0.36394557823129253
1831,0.11242787910159698,0.06859205776173286,0.06545454545454546,0.06474820143884892,0.06474820143884892,0.06859205776173286,0.06474820143884892,0.06159420289855073,0.057971014492753624,0.07246376811594203,0.07326007326007326,0.08118081180811808,0.08487084870848709,0.07924528301886792,0.0946969696969697,0.08396946564885496,0.07364341085271318,0.0622568093385214,0.06614785992217899,0.0694980694980695,0.06463878326996197,0.06844106463878327,0.10780669144981413,0.10266159695817491,0.11320754716981132,0.10646387832699619,0.12643678160919541,0.16153846153846155,0.1875,0.2125984251968504,0.22745098039215686,0.25882352941176473,0.2868217054263566,0.3065134099616858,0.34099616858237547,0.3977272727272727,0.4232209737827715,0.4528301886792453,0.5075187969924813,0.5169811320754717,0.5375939849624061,0.5225563909774437,0.5430711610486891,0.5416666666666666,0.5399239543726235,0.5019157088122606,0.5458015267175572,0.5343511450381679,0.528957528957529,0.5482625482625483,0.5675675675675675,0.6148148148148148,0.6259259259259259,0.6185185185185185,0.5461254612546126,0.5645756457564576,0.5555555555555556,0.5518518518518518,0.5509433962264151,0.5056179775280899,0.4372623574144487,0.4444444444444444,0.4226415094339623,0.4372623574144487,0.49242424242424243,0.4734848484848485,0.47191011235955055
5504,0.150418843410444,0.0421455938697318,0.034482758620689655,0.019157088122605363,0.011406844106463879,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8735,0.155642141960561,0.18556701030927836,0.16610169491525423,0.18181818181818182,0.17549668874172186,0.16161616161616163,0.15878378378378377,0.18243243243243243,0.18791946308724833,0.21768707482993196,0.2611683848797251,0.29411764705882354,0.3462897526501767,0.3345070422535211,0.3404255319148936,0.34385964912280703,0.3916083916083916,0.39361702127659576,0.40559440559440557,0.3888888888888889,0.39655172413793105,0.47619047619047616,0.5290102389078498,0.5850340136054422,0.6161616161616161,0.6655405405405406,0.6620689655172414,0.6619718309859155,0.6294964028776978,0.6258992805755396,0.6404494382022472,0.6038461538461538,0.5916030534351145,0.5571955719557196,0.587360594795539,0.5808823529411765,0.5878136200716846,0.607773851590106,0.5836298932384342,0.5236363636363637,0.5,0.5056179775280899,0.5055762081784386,0.5740740740740741,0.5424354243542435,0.5494505494505495,0.4945054945054945,0.4795539033457249,0.45454545454545453,0.458955223880597,0.41198501872659177,0.3516483516483517,0.3284671532846715,0.36496350364963503,0.3754646840148699,0.4226415094339623,0.44106463878326996,0.44569288389513106,0.4482758620689655,0.4351145038167939,0.41729323308270677,0.40074906367041196,0.34572490706319703,0.30337078651685395,0.33962264150943394,0.3619402985074627,0.36764705882352944
5704,0.14697888365481002,0.03802281368821293,0.041353383458646614,0.045627376425855515,0.05947955390334572,0.08118081180811808,0.09926470588235294,0.11272727272727273,0.12043795620437957,0.1282051282051282,0.13553113553113552,0.14814814814814814,0.15129151291512916,0.14545454545454545,0.15498154981549817,0.15613382899628253,0.16356877323420074,0.17647058823529413,0.21348314606741572,0.2222222222222222,0.24555160142348753,0.30357142857142855,0.37543859649122807,0.4377224199288256,0.5231316725978647,0.575,0.6192170818505338,0.6773049645390071,0.737410071942446,0.7598566308243727,0.7591240875912408,0.75,0.6859205776173285,0.6830985915492958,0.648936170212766,0.6236559139784946,0.5942028985507246,0.555956678700361,0.5854545454545454,0.5932835820895522,0.5736434108527132,0.6031746031746031,0.6332046332046332,0.6085271317829457,0.6254826254826255,0.6201550387596899,0.5692307692307692,0.5402298850574713,0.46923076923076923,0.5019011406844106,0.5280898876404494,0.5340501792114696,0.5217391304347826,0.5270758122743683,0.5073529411764706,0.449438202247191,0.39473684210526316,0.3484848484848485,0.3574144486692015,0.38721804511278196,0.44776119402985076,0.45149253731343286,0.4583333333333333,0.40601503759398494,0.4015151515151515,0.34962406015037595,0.3423076923076923
