Random Generator,bet,02-2020,04-2020,06-2020,08-2020,10-2020,12-2020,02-2021,04-2021,06-2021,08-2021,10-2021,12-2021,02-2022,04-2022,06-2022,08-2022,10-2022,12-2022,02-2023,04-2023,06-2023,08-2023,10-2023,12-2023,02-2024,04-2024,06-2024,08-2024,10-2024,12-2024,02-2025,04-2025,06-2025,08-2025,10-2025,12-2025,02-2026,04-2026,06-2026,08-2026,10-2026,12-2026,02-2027,04-2027,06-2027,08-2027,10-2027,12-2027,02-2028,04-2028,06-2028,08-2028,10-2028,12-2028,02-2029,04-2029,06-2029,08-2029,10-2029,12-2029,02-2030,04-2030,06-2030,08-2030,10-2030,12-2030
6884,0.0962890623079147,0.04132231404958678,0.045081967213114756,0.036,0.032388663967611336,0.03187250996015936,0.02766798418972332,0.023622047244094488,0.01953125,0.015384615384615385,0.015503875968992248,0.007633587786259542,0.007874015748031496,0.003937007874015748,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7781,0.149032924044877,0.05384615384615385,0.06153846153846154,0.0648854961832061,0.06273062730627306,0.06569343065693431,0.07220216606498195,0.06593406593406594,0.055350553505535055,0.04779411764705882,0.043795620437956206,0.04411764705882353,0.044444444444444446,0.02952029520295203,0.014814814814814815,0.007462686567164179,0.007407407407407408,0.011152416356877323,0.007434944237918215,0.007462686567164179,0.01107011070110701,0.01098901098901099,0.011029411764705883,0.01107011070110701,0.018656716417910446,0.022222222222222223,0.025925925925925925,0.029304029304029304,0.03308823529411765,0.03690036900369004,0.03237410071942446,0.03985507246376811,0.03942652329749104,0.042704626334519574,0.043010752688172046,0.05357142857142857,0.06204379562043796,0.09025270758122744,0.10507246376811594,0.1618705035971223,0.19424460431654678,0.275,0.35125448028673834,0.49458483754512633,0.6131386861313869,0.7394366197183099,0.8113879003558719,0.8763250883392226,0.8928571428571429,0.8838028169014085,0.8268551236749117,0.8136200716845878,0.7605633802816901,0.7017543859649122,0.6689895470383276,0.6363636363636364,0.5795053003533569,0.5649122807017544,0.5268817204301075,0.575,0.528169014084507,0.5559440559440559,0.5853658536585366,0.5804195804195804,0.5528169014084507,0.5035460992907801,0.4894366197183099
9221,0.15031790194916503,0.042801556420233464,0.038314176245210725,0.015151515151515152,0.0149812734082397,0.003703703703703704,0.003703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3784,0.20516190293128603,0.12937062937062938,0.14186851211072665,0.17465753424657535,0.23208191126279865,0.310580204778157,0.4563758389261745,0.5463576158940397,0.6312292358803987,0.7311475409836066,0.7868852459016393,0.8491803278688524,0.8798701298701299,0.8459016393442623,0.7986798679867987,0.738562091503268,0.7181208053691275,0.6835016835016835,0.6313993174061433,0.5876288659793815,0.5979020979020979,0.576271186440678,0.5659722222222222,0.5964912280701754,0.5929824561403508,0.5209790209790209,0.5121951219512195,0.49473684210526314,0.47368421052631576,0.4929078014184397,0.5195729537366548,0.519434628975265,0.5543859649122806,0.570446735395189,0.6,0.6190476190476191,0.5833333333333334,0.5743243243243243,0.5555555555555556,0.5513698630136986,0.5,0.4586206896551724,0.4463667820069204,0.44912280701754387,0.519298245614035,0.5351170568561873,0.5371621621621622,0.5187713310580204,0.4709897610921502,0.4395973154362416,0.4300341296928328,0.4444444444444444,0.3917525773195876,0.41379310344827586,0.4381625441696113,0.4642857142857143,0.43272727272727274,0.4249084249084249,0.38686131386861317,0.3694029850746269,0.36259541984732824,0.39473684210526316,0.3969465648854962,0.40076335877862596,0.39080459770114945,0.36704119850187267,0.37218045112781956
2005,0.19020637388457498,0.20802919708029197,0.19858156028368795,0.19718309859154928,0.2049469964664311,0.2158273381294964,0.23272727272727273,0.26353790613718414,0.2857142857142857,0.33088235294117646,0.4151624548736462,0.4835164835164835,0.6058394160583942,0.6231884057971014,0.6192170818505338,0.6308243727598566,0.656140350877193,0.6451612903225806,0.6847826086956522,0.6725978647686833,0.625,0.5830388692579506,0.5441696113074205,0.5226480836236934,0.519163763066202,0.4859154929577465,0.4416961130742049,0.37992831541218636,0.36917562724014336,0.35379061371841153,0.38596491228070173,0.3732876712328767,0.447098976109215,0.5120274914089347,0.5924657534246576,0.622895622895623,0.688135593220339,0.6391752577319587,0.6190476190476191,0.596551724137931,0.5528169014084507,0.5698924731182796,0.5860805860805861,0.5888888888888889,0.5204460966542751,0.5620689655172414,0.5659722222222222,0.5140845070422535,0.5176056338028169,0.5070921985815603,0.5123674911660777,0.5071942446043165,0.4746376811594203,0.4804270462633452,0.524822695035461,0.5642857142857143,0.5268817204301075,0.48161764705882354,0.4444444444444444,0.4264705882352941,0.41911764705882354,0.41911764705882354,0.4522058823529412,0.45149253731343286,0.4528301886792453,0.4329501915708812,0.36538461538461536
5869,0.21138460226939101,0.14527027027027026,0.1554054054054054,0.1830065359477124,0.1939799331103679,0.2185430463576159,0.27450980392156865,0.29042904290429045,0.2786885245901639,0.29042904290429045,0.3026315789473684,0.34105960264900664,0.42244224422442245,0.40066225165562913,0.43333333333333335,0.4429530201342282,0.45182724252491696,0.5198675496688742,0.6146179401993356,0.5901639344262295,0.5686274509803921,0.565359477124183,0.5774193548387097,0.5746753246753247,0.5889967637540453,0.5544554455445545,0.5032894736842105,0.5033333333333333,0.5555555555555556,0.5892255892255892,0.5787671232876712,0.5714285714285714,0.5675675675675675,0.5533333333333333,0.5959595959595959,0.6397306397306397,0.6321070234113713,0.627906976744186,0.6046511627906976,0.6282894736842105,0.5789473684210527,0.5082508250825083,0.5196078431372549,0.5570032573289903,0.5412541254125413,0.5318471337579618,0.5048543689320388,0.511400651465798,0.4935064935064935,0.4768211920529801,0.4377104377104377,0.4334470989761092,0.4859154929577465,0.5492957746478874,0.5053763440860215,0.4729241877256318,0.4584837545126354,0.4280442804428044,0.5257352941176471,0.5128205128205128,0.4524714828897338,0.41198501872659177,0.4222222222222222,0.3857677902621723,0.4141791044776119,0.424812030075188,0.44280442804428044
4036,0.155125458573457,0.10561056105610561,0.10631229235880399,0.08823529411764706,0.09446254071661238,0.0924092409240924,0.08278145695364239,0.087248322147651,0.09121621621621621,0.11371237458193979,0.14950166112956811,0.15824915824915825,0.19732441471571907,0.21926910299003322,0.24516129032258063,0.2797427652733119,0.31493506493506496,0.38613861386138615,0.4866666666666667,0.5133333333333333,0.5254237288135594,0.5302013422818792,0.5418060200668896,0.5614617940199336,0.57,0.5337837837837838,0.5,0.4657534246575342,0.41156462585034015,0.4261168384879725,0.445993031358885,0.4612676056338028,0.5365853658536586,0.5754385964912281,0.6476868327402135,0.6738351254480287,0.7065217391304348,0.701067615658363,0.6618705035971223,0.6304347826086957,0.6064981949458483,0.5745454545454546,0.5404411764705882,0.5641025641025641,0.52,0.5211267605633803,0.5928571428571429,0.6395759717314488,0.6395759717314488,0.5892857142857143,0.5487364620938628,0.5255474452554745,0.5166051660516605,0.5257352941176471,0.47761194029850745,0.4696969696969697,0.5358490566037736,0.5648854961832062,0.5931558935361216,0.5075757575757576,0.43283582089552236,0.44402985074626866,0.43866171003717475,0.4490566037735849,0.3849056603773585,0.4548872180451128,0.44528301886792454
4644,0.10148595276987199,0.02766798418972332,0.027888446215139442,0.027450980392156862,0.023166023166023165,0.026717557251908396,0.027237354085603113,0.01953125,0.011627906976744186,0.007751937984496124,0.007722007722007722,0.007751937984496124,0.007633587786259542,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8608,0.148787715804065,0.08602150537634409,0.099644128113879,0.11538461538461539,0.125,0.13240418118466898,0.15463917525773196,0.15593220338983052,0.14576271186440679,0.16326530612244897,0.17687074829931973,0.1864406779661017,0.20677966101694914,0.20333333333333334,0.2079207920792079,0.2185430463576159,0.27483443708609273,0.3344594594594595,0.4101694915254237,0.4232081911262799,0.4358108108108108,0.445578231292517,0.41638225255972694,0.4067796610169492,0.3741721854304636,0.3509933774834437,0.3344370860927152,0.3708609271523179,0.4163934426229508,0.4633333333333333,0.4966442953020134,0.6006711409395973,0.64,0.6578073089700996,0.7233333333333334,0.7251655629139073,0.7516556291390728,0.7384105960264901,0.688135593220339,0.6426116838487973,0.613013698630137,0.6394557823129252,0.615916955017301,0.6041666666666666,0.5728813559322034,0.577922077922078,0.5317725752508361,0.5540540540540541,0.5566666666666666,0.5574324324324325,0.5284280936454849,0.5016393442622951,0.5117056856187291,0.4966887417218543,0.501628664495114,0.5258064516129032,0.5228758169934641,0.4966216216216216,0.488135593220339,0.47079037800687284,0.4652777777777778,0.46503496503496505,0.3776223776223776,0.43103448275862066,0.4197952218430034,0.39590443686006827,0.3993174061433447
9925,0.11595328567200301,0.04897959183673469,0.04897959183673469,0.056910569105691054,0.048582995951417005,0.048582995951417005,0.05220883534136546,0.047619047619047616,0.031746031746031744,0.031746031746031744,0.020491803278688523,0.0205761316872428,0.01606425702811245,0.007936507936507936,0.007905138339920948,0.007936507936507936,0.007751937984496124,0.0038314176245210726,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
